ID,target
ID_83PTJ7F,0.0
ID_83REN5Y,0.0
ID_83TOS2A,0.0
ID_83VEG7R,0.0
ID_83WMC7M,0.0
ID_83WUK7E,0.0
ID_83XAB4A,0.0
ID_83YPZ8L,0.0
ID_83ZIJ3X,0.0
ID_84BZK6X,0.0
ID_84MYD8X,0.0
ID_84OGE7F,0.0
ID_84SGY0Q,0.0
ID_84TEH7J,0.0
ID_84UIM0C,0.0
ID_84VFI3Q,0.0
ID_84VOE5K,0.0
ID_84XCW8S,0.0
ID_84XHI9N,0.0
ID_85CYO8X,0.0
ID_85EIO1M,0.0
ID_85HMN9B,0.0
ID_85JDH9C,0.0
ID_85LCD0I,0.0
ID_85NVD1H,0.0
ID_85SNG0R,0.0
ID_85UOO0X,0.0
ID_85VZT7W,0.0
ID_85ZBH8T,0.0
ID_86ALN4X,0.0
ID_86ETH1C,0.0
ID_86GFG4P,0.0
ID_86GGB8M,0.0
ID_86HHC9H,0.0
ID_86KSJ5U,0.0
ID_86OJU3W,0.0
ID_86RNY6C,0.0
ID_86RUH0T,0.0
ID_86TVC2Q,0.0
ID_86VCP3I,0.0
ID_86VGH2E,0.0
ID_86WVF4D,0.0
ID_86XEX8Y,0.0
ID_86YSX5R,0.0
ID_87DKE3A,0.0
ID_87GAH8J,0.0
ID_87MLA4F,0.0
ID_87URG6S,0.0
ID_88DWT8B,0.0
ID_88QIE2E,0.0
ID_88VJL4H,0.0
ID_88YVW1X,0.0
ID_89APJ4T,0.0
ID_89DKV4M,0.0
ID_89FRE6D,0.0
ID_89LLP2L,0.0
ID_89MZV0O,0.0
ID_89OGN8L,0.0
ID_89OMZ8P,0.0
ID_89OQR7Z,0.0
ID_89QMB8I,0.0
ID_89QUZ2U,0.0
ID_89RMR4H,0.0
ID_89UCV9E,0.0
ID_89UPY4Z,0.0
ID_89WIX9R,0.0
ID_89WYK5P,0.0
ID_89YEJ1P,0.0
ID_89YFD7J,0.0
ID_90ERZ7E,0.0
ID_90IES7J,0.0
ID_90IIP5M,0.0
ID_90KNL9A,0.0
ID_90LXC8M,0.0
ID_90OYD2S,0.0
ID_90WQE5C,0.0
ID_91AUG9B,0.0
ID_91BAK6Q,0.0
ID_91CLL9N,0.0
ID_91CYF8N,0.0
ID_91EXF1U,0.0
ID_91GJT6B,0.0
ID_91HOO3C,0.0
ID_91LNX8F,0.0
ID_91NLP2H,0.0
ID_91NQG1I,0.0
ID_91OUY3D,0.0
ID_91OXE7W,0.0
ID_91PWG3T,0.0
ID_91QUC5C,0.0
ID_91RGE1J,0.0
ID_91TBX7O,0.0
ID_91TUP4D,0.0
ID_91WLE0W,0.0
ID_91XOC6E,0.0
ID_91YHZ9A,0.0
ID_91ZHL9M,0.0
ID_92DVJ0F,0.0
ID_92DVW4E,0.0
ID_92HMD1U,0.0
ID_92IUB2X,0.0
ID_92LWM0W,0.0
ID_92NHQ4W,0.0
ID_92PPN2M,0.0
ID_92PYX6J,0.0
ID_92QAJ5A,0.0
ID_92RHS0G,0.0
ID_92RYD2R,0.0
ID_92SOU0N,0.0
ID_92WFI1V,0.0
ID_92XJM6E,0.0
ID_93AEO7F,0.0
ID_93CPV2J,0.0
ID_93GRZ6T,0.0
ID_93ISX7D,0.0
ID_93JLZ5D,0.0
ID_93KEE6A,0.0
ID_93OPR6T,0.0
ID_93QAE2M,0.0
ID_93RKD8J,0.0
ID_93RWV4L,0.0
ID_93SIQ9Y,0.0
ID_93SLU5W,0.0
ID_93STL1V,0.0
ID_94EDF0Y,0.0
ID_94EIV7O,0.0
ID_94HUD5Q,0.0
ID_94IAG6X,0.0
ID_94OQU9B,0.0
ID_94POY3O,0.0
ID_94TSC0Z,0.0
ID_94WRV5E,0.0
ID_94YPE8Z,0.0
ID_95DBM0B,0.0
ID_95DEL1W,0.0
ID_95KQV1Y,0.0
ID_95LKX1P,0.0
ID_95NGA3Q,0.0
ID_95OGO0U,0.0
ID_95PIB1U,0.0
ID_95RYC1M,0.0
ID_95WLU3F,0.0
ID_96FTN7R,0.0
ID_96JKB3Z,0.0
ID_96MPG0R,0.0
ID_96PGA8C,0.0
ID_96PMF8L,0.0
ID_96VIM7J,0.0
ID_96XFB7B,0.0
ID_97AGE0K,0.0
ID_97DYD3F,0.0
ID_97GFX2S,0.0
ID_97GOJ5S,0.0
ID_97JZS2Q,0.0
ID_97MOE4Q,0.0
ID_97QWY1U,0.0
ID_97SCA8K,0.0
ID_97VHT9Y,0.0
ID_97VVU6X,0.0
ID_97XCC9V,0.0
ID_97ZIP2D,0.0
ID_98CON5G,0.0
ID_98CVH4P,0.0
ID_98GFH1M,0.0
ID_98GYH9I,0.0
ID_98HJU9Q,0.0
ID_98HTL6T,0.0
ID_98KEN2G,0.0
ID_98LXX5O,0.0
ID_98NRO9U,0.0
ID_98PCZ5D,0.0
ID_98PLT5R,0.0
ID_98TSX8M,0.0
ID_98WYN7V,0.0
ID_98ZCH9H,0.0
ID_99CDY6L,0.0
ID_99GJH3O,0.0
ID_99HUZ1T,0.0
ID_99JLB3I,0.0
ID_99KOC3L,0.0
ID_99NSI8A,0.0
ID_99QIT4V,0.0
ID_99SYB3C,0.0
ID_99WVS5D,0.0
ID_99XQH0N,0.0
ID_99ZKH1Y,0.0
