ID,countryCode,year,sex,agefrom,ageto,percentage_no_schooling,percentage_primary_schooling,percentage_primary_schooling_completed,percentage_secondary_schooling,percentage_secondary_schooling_completed,percentage_tertiary_schooling,percentage_tertiary_schooling_completed,yr_sch,region_code,literate_pop,target
ID_07QHJ3K,67,1965,M,15,999,7.6,70.34,29.15,17.02,6.52,5.05,2.58,6.07,Latin America and the Caribbean,7234.0,92.40005109209348
ID_07QNI0S,111,1995,MF,25,999,0.33,43.24,32.54,36.2,19.04,20.23,10.75,8.63,Advanced Economies,3492.0,99.65753424657534
ID_07QRS7E,68,1955,MF,25,999,68.64,18.93,4.66,10.22,3.93,2.22,1.41,2.08,Latin America and the Caribbean,371.0,31.36094674556213
ID_07QUL5T,20,1950,MF,25,999,91.88,6.97,2.2,0.81,0.28,0.43,0.29,0.43,Sub-Saharan Africa,76.0,8.128342245989305
ID_07QVL1R,30,1990,MF,15,999,77.0,20.87,11.41,1.89,0.88,0.24,0.13,1.0,Sub-Saharan Africa,1654.0,22.99138170697804
ID_07QXG9T,313,1965,MF,15,999,16.45,52.43,32.01,24.09,13.4,7.03,4.06,5.12,Europe and Central Asia,1254.0,83.48868175765645
ID_07RBS7F,150,1980,MF,25,999,5.47,54.31,38.33,28.9,12.62,11.33,8.29,7.21,Europe and Central Asia,5339.0,94.52903682719548
ID_07RPJ3I,16,1985,MF,15,999,86.12,3.66,1.84,9.31,2.01,0.91,0.5,1.27,Sub-Saharan Africa,60.0,13.6986301369863
ID_07RVT0O,156,2000,MF,15,999,1.27,19.7,13.92,73.04,26.63,6.0,3.51,9.48,Europe and Central Asia,2115.0,98.69342043863742
ID_07RYR5C,6,1965,MF,25,999,92.3875,7.073333333333333,2.5225,0.4633333333333333,0.1891666666666667,0.0783333333333333,0.0483333333333333,0.4008333333333334,Sub-Saharan Africa,179.0,7.610544217687075
ID_07RZX4A,324,1985,MF,15,999,0.77,44.49,29.53,42.88,19.54,11.86,7.2,7.42,Europe and Central Asia,2017.0,99.21298573536646
ID_07SKB8T,87,1985,F,15,999,57.84,20.36,13.91,19.6,13.39,2.17,1.56,3.46,Middle East and North Africa,5500.0,42.12945231711988
ID_07SLK3C,7,1960,MF,25,999,85.57916666666667,13.370000000000005,4.388333333333333,0.9566666666666668,0.3891666666666666,0.09,0.0591666666666666,0.6533333333333333,Sub-Saharan Africa,632.0,14.409484724122208
ID_07SPC2Q,342,1970,M,15,999,15.23,61.47,40.82,21.38,5.56,1.93,1.1,4.47,East Asia and the Pacific,66.0,83.54430379746836
ID_07SRR2K,22,1990,MF,25,999,22.97,64.35,10.79,11.96,11.09,0.72,0.48,4.66,Sub-Saharan Africa,435.0,76.99115044247787
ID_07SRV1A,325,1960,MF,25,999,37.3525,44.03333333333333,36.78833333333333,15.642499999999997,9.239166666666668,2.9766666666666666,1.933333333333333,3.509166666666666,Europe and Central Asia,1944.0,62.628865979381445
ID_07SWH2L,90,2000,F,15,999,0.2,19.66,15.02,55.24,38.21,24.9,13.99,10.76,Advanced Economies,55679.0,99.79925077521465
ID_07SYY8Q,36,1980,M,25,999,84.12,8.87,5.22,6.47,2.37,0.54,0.36,1.41,Sub-Saharan Africa,100.0,15.748031496062993
ID_07SZB7P,34,1975,F,25,999,69.6,28.4,8.11,1.6,0.51,0.4,0.25,1.34,Sub-Saharan Africa,306.0,30.327056491575817
ID_07TCW5E,94,1965,F,15,999,61.9,29.14,10.24,8.17,2.49,0.79,0.29,2.14,East Asia and the Pacific,959.0,38.0857823669579
ID_07THI5S,57,1980,M,25,999,71.5,18.72,2.37,8.82,6.79,0.87,0.75,1.84,Latin America and the Caribbean,284.0,28.31505483549352
ID_07THO9E,62,2005,F,25,999,8.83,32.8,22.23,34.15,22.37,24.21,17.6,9.14,Latin America and the Caribbean,761.0,91.1377245508982
ID_07TTR0Q,94,1950,F,25,999,90.58,7.4,1.83,1.69,0.57,0.33,0.17,0.5,East Asia and the Pacific,110.0,9.35374149659864
ID_07TZD1I,13,1995,MF,25,999,61.26999999999999,15.760833333333332,7.475000000000001,19.18166666666667,10.089166666666667,3.785,2.599166666666666,3.307500000000001,Middle East and North Africa,19820.0,38.72606486908949
ID_07UAW8F,97,1950,F,25,999,94.85,3.5,0.71,1.46,0.88,0.19,0.15,0.29,South Asia,369.0,5.141423993311969
ID_07UEF8P,140,1995,MF,15,999,30.45,30.23,21.0,35.09,18.58,4.23,2.26,5.89,Middle East and North Africa,2043.0,69.53710006807351
ID_07UOX4C,101,1990,F,25,999,16.51,34.48,21.36,44.67,27.57,4.34,2.82,7.37,South Asia,3464.0,83.48999758978067
ID_07UQR4U,105,1995,M,25,999,33.17,13.81,5.94,39.16,24.58,13.86,9.19,6.98,Middle East and North Africa,684.0,66.796875
ID_07VBL5C,67,2000,MF,15,999,3.48,46.48,34.1,41.31,24.53,8.73,3.1,8.73,Latin America and the Caribbean,25640.0,96.51797477884436
ID_07VHD9G,117,1995,M,25,999,3.77,31.46,23.18,45.46,23.55,19.31,13.09,10.26,Advanced Economies,982.0,96.18021547502448
ID_07VHG1C,126,1975,MF,15,999,1.58,44.09,30.92,43.44,34.12,10.86,6.39,9.24,Advanced Economies,6394.0,98.38436682566548
ID_07VOX3J,122,1970,M,15,999,0.75,63.9,63.81,26.71,12.35,8.63,5.6,8.65,Advanced Economies,1431.0,99.2371705963939
ID_07WGU6T,114,1965,MF,25,999,16.17,50.48,26.07,30.88,19.98,2.48,2.46,6.07,Advanced Economies,4241.0,83.8307966001186
ID_07WJI7P,87,1970,MF,25,999,84.4,9.26,5.61,5.25,2.69,1.09,0.92,1.17,Middle East and North Africa,1623.0,15.593774019984629
ID_07WLP4R,27,1980,M,25,999,55.31,40.51,18.33,2.92,1.44,1.25,0.76,2.3,Sub-Saharan Africa,130.0,44.36860068259386
ID_07WTW5S,109,2005,MF,25,999,16.128333333333334,28.35083333333333,20.085833333333333,35.790000000000006,27.193333333333328,19.7325,15.57,8.564166666666667,Middle East and North Africa,905.0,83.79629629629629
ID_07WWI6P,342,1970,MF,25,999,29.65,56.34166666666666,34.18166666666667,12.716666666666669,3.996666666666668,1.3083333333333336,0.8508333333333332,3.4475,East Asia and the Pacific,133.0,70.0
ID_07WXM5C,13,1960,M,15,999,83.15,9.54,4.03,4.19,1.79,3.12,1.93,1.31,Middle East and North Africa,1342.0,16.840255991968878
ID_07XCZ8E,81,1980,M,25,999,56.84,22.27,20.16,18.64,8.9,2.19,1.37,3.02,South Asia,6787.0,43.094799669820304
ID_07XDM0B,323,1980,MF,25,999,3.59,51.2,49.16,34.23,18.43,10.97,7.03,8.32,Europe and Central Asia,899.0,96.35584137191854
ID_07XPL7E,87,1995,M,25,999,31.32,24.83,10.97,33.3,27.7,10.48,10.13,6.41,Middle East and North Africa,8207.0,68.60319317896848
ID_07YPL6C,99,2000,F,25,999,40.46,25.59,11.99,22.61,13.11,11.33,7.54,5.29,Middle East and North Africa,2229.0,59.50347036839296
ID_07YSQ7U,118,1950,MF,25,999,19.525,70.675,38.678333333333335,8.400000000000002,3.491666666666666,1.4,0.9150000000000004,3.81,Advanced Economies,42939.0,80.473406049702
ID_07YYP4W,26,1960,F,25,999,99.21,0.66,0.07,0.07,0.03,0.06,0.03,0.04,Sub-Saharan Africa,6.0,0.7585335018963337
ID_07ZZY7N,84,1990,M,15,999,7.03,25.75,17.38,54.22,31.27,13.02,8.82,10.01,East Asia and the Pacific,2123.0,92.95096322241682
ID_08AHH8E,108,1995,MF,15,999,4.53,21.99,15.69,52.32,30.12,21.16,14.51,10.0,Advanced Economies,7938.0,95.46602525556224
ID_08AIA7U,44,1970,MF,25,999,78.46666666666668,20.45,2.020833333333333,0.9833333333333332,0.2075,0.0916666666666666,0.0616666666666666,0.7766666666666667,Sub-Saharan Africa,1358.0,21.521394611727416
ID_08AKJ6C,62,1985,MF,15,999,11.04,43.07,24.31,35.31,18.92,10.58,4.71,7.34,Latin America and the Caribbean,1206.0,88.93805309734513
ID_08AYR5L,106,1980,M,15,999,92.94,5.92,3.43,0.9,0.33,0.24,0.09,0.41,Middle East and North Africa,141.0,7.02191235059761
ID_08AZW3J,331,1980,MF,25,999,10.041666666666668,43.11666666666667,36.869166666666665,40.62916666666666,21.17083333333333,6.195833333333332,3.940000000000001,8.631666666666666,Europe and Central Asia,2012.0,89.90169794459338
ID_08BCH9H,90,1980,F,25,999,0.38,47.7,33.21,42.33,21.01,9.6,2.99,8.06,Advanced Economies,37837.0,99.62873242403496
ID_08BEX8H,51,1950,MF,25,999,24.74166666666667,67.42499999999998,16.241666666666667,6.216666666666668,2.4108333333333336,1.6499999999999997,1.4191666666666665,3.3608333333333333,Latin America and the Caribbean,644.0,75.23364485981308
ID_08BWF0X,82,1990,MF,15,999,34.71,52.49,18.12,9.24,4.88,3.57,2.14,2.83,East Asia and the Pacific,16684.0,65.29941291585128
ID_08BXR8B,118,1960,M,15,999,8.21,69.58,48.32,19.6,6.29,2.71,2.13,5.28,Advanced Economies,16758.0,91.88507511788572
ID_08CCE2K,94,1985,M,15,999,15.3,35.98,21.18,42.15,23.83,6.57,2.15,7.49,East Asia and the Pacific,4053.0,84.68449644797326
ID_08CFE5A,136,1980,M,15,999,7.23,28.43,19.09,61.38,8.34,2.96,1.7,8.18,East Asia and the Pacific,25.0,92.5925925925926
ID_08CRL2J,112,1970,MF,25,999,0.9025000000000004,83.335,37.63166666666667,11.458333333333334,4.844166666666666,4.305833333333333,2.566666666666667,4.855833333333334,Advanced Economies,59168.0,99.0989180316886
ID_08DDW8F,313,1950,M,25,999,28.36,48.92,28.2,16.41,9.85,6.31,4.76,4.13,Europe and Central Asia,283.0,71.46464646464646
ID_08DMA7W,103,1980,M,25,999,13.8,45.03,43.09,27.84,15.6,13.45,7.88,6.35,East Asia and the Pacific,3745.0,86.31020972574326
ID_08DTB4H,82,1960,MF,15,999,70.85666666666667,18.82,6.666666666666667,9.866666666666667,2.396666666666667,0.4533333333333333,0.1666666666666666,1.406666666666667,East Asia and the Pacific,4795.0,29.136537643555933
ID_08DXW6C,72,1970,F,15,999,32.65,52.86,30.7,13.23,6.3,1.26,0.49,4.07,Latin America and the Caribbean,1122.0,67.30653869226155
ID_08ECI5H,49,1990,MF,15,999,0.8,26.05,11.27,69.56,17.43,3.59,2.07,8.45,Latin America and the Caribbean,193.0,98.97435897435898
ID_08ECN0R,56,1995,M,25,999,34.5,49.42,16.26,11.9,7.42,4.18,3.52,3.88,Latin America and the Caribbean,1112.0,65.45026486168334
ID_08EDT7Q,114,2000,MF,25,999,14.385833333333332,35.833333333333336,31.11416666666668,35.352500000000006,25.809166666666663,14.428333333333336,13.3525,8.2525,Advanced Economies,13222.0,85.61253561253561
ID_08EOF5K,127,1990,M,25,999,12.02,17.98,13.27,48.09,39.12,21.91,15.18,10.92,Advanced Economies,2012.0,87.9755137735024
ID_08EXZ3R,29,2000,F,15,999,66.14,14.6,12.24,14.36,7.27,4.89,2.71,2.92,Middle East and North Africa,3345.0,33.84599817869068
ID_08FCT3D,4,1975,MF,15,999,51.72,41.22,15.31,6.56,1.64,0.51,0.25,2.74,Sub-Saharan Africa,218.0,48.12362030905077
ID_08FJJ2R,75,1950,MF,15,999,33.1,51.98,18.3,13.199999999999998,6.19,1.7166666666666668,0.9233333333333332,3.353333333333333,Latin America and the Caribbean,3940.0,66.893039049236
ID_08FWF0P,77,1985,F,25,999,3.6,57.5,29.79,30.0,14.44,8.9,4.25,7.08,Latin America and the Caribbean,881.0,96.38949671772428
ID_08GBF5H,15,1985,MF,25,999,68.35166666666666,20.453333333333333,9.466666666666669,8.084166666666667,3.9158333333333335,3.11,1.9966666666666668,2.3291666666666666,Sub-Saharan Africa,213.0,31.50887573964497
ID_08GGI2K,318,1975,MF,15,999,43.75,17.38,9.726666666666668,30.94666666666667,12.076666666666666,7.919999999999999,3.6966666666666654,5.1433333333333335,Middle East and North Africa,84.0,56.0
ID_08GLY8S,45,1965,M,15,999,56.26,39.28,7.76,4.37,1.6,0.09,0.04,1.84,Sub-Saharan Africa,2002.0,43.72133653636165
ID_08GUZ4M,111,1960,MF,25,999,0.63,89.27,55.22,6.0,1.4,4.1,2.19,4.04,Advanced Economies,2391.0,99.33527212297466
ID_08GYK6A,51,1960,MF,25,999,20.69,70.07,18.93,6.87,2.64,2.37,2.03,3.69,Latin America and the Caribbean,413.0,79.11877394636015
ID_08GYV3U,41,1950,F,25,999,87.98,11.89,1.46,0.1,0.04,0.03,0.02,0.55,Sub-Saharan Africa,166.0,11.976911976911977
ID_08GZY4K,36,2005,MF,15,999,65.3,16.54,8.58,17.01,5.15,1.15,0.67,3.22,Sub-Saharan Africa,1096.0,34.69452358341247
ID_08HNB6I,106,2000,MF,15,999,55.85999999999999,20.936666666666667,14.323333333333336,20.85,7.87,2.353333333333333,0.92,3.516666666666667,Middle East and North Africa,5696.0,44.134511080117775
ID_08HPU4T,73,1990,MF,25,999,9.9975,66.75166666666667,39.13916666666667,22.06083333333333,11.123333333333331,1.1900000000000002,0.8033333333333332,6.02,Latin America and the Caribbean,540.0,90.0
ID_08HSO0J,33,2005,M,25,999,49.76,43.11,22.86,5.69,3.26,1.44,0.3,3.18,Sub-Saharan Africa,685.0,50.18315018315018
ID_08ICU9U,315,1975,M,25,999,40.69,24.52,8.95,34.34,32.83,0.45,0.21,4.63,South Asia,16.0,57.142857142857146
ID_08IEG8H,98,1970,M,25,999,16.78,55.91,18.17,16.82,10.57,10.54,7.45,4.39,East Asia and the Pacific,5240.0,83.26712219926902
ID_08IHE5W,190,2005,MF,25,999,4.9775,3.8441666666666654,2.872499999999999,71.25833333333334,53.3525,19.91166666666667,13.148333333333332,11.89,Advanced Economies,116040.0,95.01351019405551
ID_08IHG2A,91,1960,F,25,999,91.3,5.1,3.2,3.4,1.35,0.3,0.26,0.64,Middle East and North Africa,13.0,8.280254777070065
ID_08IHP8C,74,1975,MF,25,999,17.16,67.73,12.92,12.82,5.54,2.29,1.69,4.09,Latin America and the Caribbean,774.0,82.7807486631016
ID_08IJY6B,326,2005,F,25,999,5.67,12.92,6.69,67.76,44.1,13.65,9.07,9.33,Europe and Central Asia,1190.0,94.2947702060222
ID_08IMC5W,126,2005,M,15,999,2.25,12.04,8.7,66.16,49.96,19.59,13.36,11.31,Advanced Economies,3590.0,97.76688453159042
ID_08IQK6V,111,1985,MF,25,999,1.278333333333333,59.22666666666666,41.05083333333334,26.855833333333337,15.489166666666662,12.588333333333331,7.040833333333333,6.802499999999998,Advanced Economies,6358.0,98.66542520173805
ID_08IRH8A,128,1985,MF,15,999,18.94,54.423333333333325,38.85333333333333,12.916666666666666,4.696666666666666,13.716666666666669,5.11,5.3933333333333335,Advanced Economies,34474.0,81.05617079306859
ID_08IRN4I,91,1970,F,25,999,85.7,8.03,4.03,5.55,2.39,0.72,0.4,1.04,Middle East and North Africa,39.0,13.978494623655914
ID_08ISZ8L,102,1970,MF,15,999,48.14666666666667,36.806666666666665,11.93,14.646666666666668,4.23,0.41,0.1999999999999999,2.84,Middle East and North Africa,2341.0,51.84939091915836
ID_08IVR9E,40,1975,M,15,999,38.51,38.57,11.59,20.49,5.33,2.41,1.92,4.29,Sub-Saharan Africa,75.0,60.97560975609756
ID_08IVX2R,331,1975,M,15,999,4.78,41.03,31.93,47.56,29.28,6.63,4.17,9.27,Europe and Central Asia,603.0,95.11041009463722
ID_08JBF3U,4,2000,F,25,999,23.49,15.58,9.16,57.63,21.79,3.31,2.2,7.57,Sub-Saharan Africa,271.0,76.33802816901408
ID_08JOK7F,27,1990,F,25,999,68.3,29.7,14.14,1.7,0.84,0.3,0.2,1.61,Sub-Saharan Africa,122.0,31.443298969072163
ID_08JVO4A,16,1975,MF,15,999,91.68,2.36,0.94,5.79,1.33,0.17,0.09,0.73,Sub-Saharan Africa,26.0,8.125
ID_08KQV2U,23,1965,F,15,999,93.43,4.1,1.71,1.98,1.02,0.5,0.28,0.46,Sub-Saharan Africa,22.0,6.528189910979228
ID_08KUP2E,116,1955,F,25,999,1.18,87.64,54.18,9.93,4.16,1.26,0.65,5.52,Advanced Economies,39.0,97.5
ID_08KWY1U,103,1980,F,25,999,33.76,43.62,32.13,18.09,9.73,4.53,1.95,3.92,East Asia and the Pacific,2540.0,66.23207301173403
ID_08KYY3O,34,1950,F,15,999,76.75,22.16,7.48,1.01,0.15,0.09,0.05,1.01,Sub-Saharan Africa,188.0,23.23856613102596
ID_08LAV9H,95,1955,MF,15,999,98.52,0.38,0.12,1.0,0.25,0.1,0.05,0.11,South Asia,83.0,1.4724144048252616
ID_08LIZ5P,33,2005,M,15,999,46.96,42.21,30.81,9.23,4.11,1.61,0.28,4.09,Sub-Saharan Africa,1286.0,53.03092783505155
ID_08LRR4G,87,1960,MF,25,999,91.7,5.35,3.41,2.4,1.12,0.55,0.43,0.6,Middle East and North Africa,708.0,8.292340126493324
ID_08LRT8M,125,1995,M,25,999,20.59,29.26,21.22,36.43,12.82,13.71,9.35,8.01,Advanced Economies,10192.0,79.395497390356
ID_08LVI3V,156,1950,F,15,999,45.57,47.55,24.96,6.55,1.57,0.32,0.16,2.16,Europe and Central Asia,200.0,54.34782608695652
ID_08MAA3Y,154,2000,F,25,999,1.63,10.41,5.07,35.38,24.8,52.6,18.74,10.88,Europe and Central Asia,52756.0,98.38866094740769
ID_08MCR6U,56,1985,MF,15,999,43.74,43.06,13.69,11.04,5.94,2.16,1.37,3.16,Latin America and the Caribbean,2420.0,56.25290562529056
ID_08MET4Z,12,1975,F,25,999,88.44,9.01,2.08,2.24,0.72,0.32,0.18,0.63,Sub-Saharan Africa,34.0,11.447811447811448
ID_08MHD5I,66,1960,F,25,999,2.2,35.6,17.3,47.5,29.31,14.8,7.54,8.96,Advanced Economies,52205.0,97.89967182372246
ID_08MII3S,75,1965,F,15,999,45.47,38.95,14.12,13.3,7.19,2.29,1.52,3.02,Latin America and the Caribbean,1743.0,54.51986237097279
ID_08MKE5X,67,1950,MF,15,999,14.07,75.28,28.82,9.62,4.42,1.02,0.63,4.85,Latin America and the Caribbean,10237.0,85.91691145614772
ID_08MKF5S,150,1985,MF,15,999,4.22,43.07,33.09,39.19,19.11,13.5,8.43,8.55,Europe and Central Asia,6754.0,95.74709384746244
ID_08MPX4N,107,1970,F,25,999,3.57,70.73,46.64,24.6,11.11,1.1,0.58,6.7,Advanced Economies,2472.0,96.41185647425895
ID_08MXK1W,78,1975,MF,15,999,14.86,47.046666666666674,15.27,32.27,10.046666666666669,5.823333333333333,1.1900000000000002,5.633333333333333,Latin America and the Caribbean,8330.0,85.13030148185999
ID_08MXL7P,314,1970,MF,15,999,47.50333333333333,41.79333333333334,20.1,9.256666666666666,0.9366666666666666,1.4466666666666663,0.62,2.9333333333333336,East Asia and the Pacific,1091.0,52.45192307692308
ID_08NDN2N,31,1980,MF,15,999,88.68,9.37,4.59,1.63,0.69,0.33,0.16,0.65,Sub-Saharan Africa,362.0,11.316036261331666
ID_08NHI5K,136,1965,MF,15,999,20.64333333333333,26.41333333333333,17.843333333333334,51.580000000000005,4.81,1.37,0.6066666666666667,6.783333333333334,East Asia and the Pacific,45.0,78.94736842105263
ID_08NLG0Y,358,2005,MF,25,999,2.5708333333333333,7.3825,5.979166666666667,52.84166666666667,38.40583333333334,37.205000000000005,25.433333333333334,10.919166666666667,Europe and Central Asia,62828.0,97.42889929597122
ID_08NVZ4P,12,1990,MF,25,999,62.706666666666656,18.365,6.834166666666668,16.754166666666666,5.393333333333332,2.1733333333333333,1.0033333333333332,2.9391666666666665,Sub-Saharan Africa,642.0,37.23897911832947
ID_08NYC0W,17,2000,MF,15,999,30.883333333333336,18.926666666666662,12.913333333333334,48.60333333333333,13.226666666666668,1.586666666666667,0.7933333333333333,6.63,Sub-Saharan Africa,10912.0,69.1114066755336
ID_08OAT1X,77,1990,MF,25,999,5.4325,57.45249999999999,28.403333333333336,27.865833333333327,12.020833333333336,9.250833333333334,4.931666666666667,6.836666666666666,Latin America and the Caribbean,3421.0,94.555002763958
ID_08OLM3T,34,1970,MF,25,999,58.065,40.46333333333334,24.699166666666667,1.1383333333333334,0.4716666666666665,0.3308333333333333,0.2083333333333333,2.138333333333333,Sub-Saharan Africa,1414.0,41.90871369294606
ID_08OPC5S,89,1955,M,15,999,11.35,46.47,41.15,30.96,19.64,11.22,8.14,8.16,Middle East and North Africa,510.0,88.54166666666667
ID_08OZV0L,93,1985,MF,25,999,50.3,7.2,2.13,29.7,19.0,12.7,8.32,5.27,Middle East and North Africa,389.0,49.554140127388536
ID_08PHC4G,69,1965,MF,25,999,49.57,41.36,17.53,7.54,3.84,1.53,1.36,2.77,Latin America and the Caribbean,16270.0,50.42772129928093
ID_08PIY1W,124,1990,MF,25,999,18.50333333333333,60.93000000000001,45.578333333333326,13.455000000000004,8.240833333333333,7.112499999999998,3.027500000000001,5.019166666666668,Advanced Economies,10307.0,81.49114484503478
ID_08PQT4M,12,1955,F,15,999,93.93,3.07,0.58,2.96,0.97,0.05,0.02,0.44,Sub-Saharan Africa,16.0,5.904059040590406
ID_08QFN6L,170,2000,F,25,999,2.06,31.77,23.93,56.19,38.08,9.98,5.25,11.05,Europe and Central Asia,1771.0,97.89939192924268
ID_08QRJ8R,122,1965,F,15,999,1.23,79.4,79.38,16.55,5.62,2.82,0.62,7.68,Advanced Economies,1400.0,98.73060648801128
ID_08QUZ6L,22,1980,MF,25,999,35.99583333333333,58.94166666666669,6.235833333333335,4.9125000000000005,4.4575000000000005,0.155,0.0974999999999999,3.2625,Sub-Saharan Africa,586.0,63.97379912663755
ID_08RBC1R,132,1970,F,15,999,23.69,59.44,17.45,14.8,5.22,2.05,0.96,4.97,East Asia and the Pacific,110.0,75.86206896551724
ID_08RDK6E,39,1965,F,15,999,94.49,4.94,2.47,0.38,0.14,0.2,0.1,0.21,Sub-Saharan Africa,203.0,5.517803751019299
ID_08RFO0N,54,1980,F,25,999,47.95,41.55,10.41,8.11,3.29,2.39,1.2,2.69,Latin America and the Caribbean,432.0,52.04819277108434
ID_08RFO2Y,119,1955,M,25,999,49.74,30.08,19.13,16.9,8.78,3.28,2.44,3.89,Advanced Economies,49.0,49.494949494949495
ID_08RGQ2V,29,2005,M,25,999,41.61,30.64,24.6,16.33,9.3,11.41,7.5,4.88,Middle East and North Africa,4309.0,58.3717149823896
ID_08RLL9M,54,2005,F,15,999,18.6,42.17,17.71,30.59,14.46,8.64,5.6,7.04,Latin America and the Caribbean,1916.0,81.39337298215803
ID_08RRB2U,95,1950,F,25,999,99.94,0.02,0.0,0.02,0.01,0.02,0.01,0.01,South Asia,1.0,0.0527704485488126
ID_08RXQ1M,156,1990,MF,15,999,10.91,16.99,12.61,66.74,25.59,5.36,3.0,8.5,Europe and Central Asia,1971.0,89.06461816538635
ID_08SDO1Q,127,2005,MF,15,999,12.68,26.24333333333333,23.03,43.81333333333333,31.00333333333333,17.266666666666666,8.143333333333333,9.506666666666666,Advanced Economies,6040.0,87.32109295937545
ID_08SUA7H,95,2005,F,15,999,58.63,21.61,12.3,18.44,9.82,1.32,0.75,2.61,South Asia,3532.0,41.36315727836983
ID_08SZL4F,82,1995,M,25,999,24.63,64.05,7.91,4.51,2.36,6.81,4.53,2.76,East Asia and the Pacific,7272.0,75.36532283138149
ID_08TBV5Z,155,1995,F,15,999,11.1,22.01,13.46,58.9,29.04,7.98,5.51,8.65,Latin America and the Caribbean,3761.0,88.87051039697542
ID_08TDW7U,34,1990,F,25,999,71.59,23.86,6.06,3.83,1.68,0.72,0.47,1.45,Sub-Saharan Africa,409.0,28.343728343728344
ID_08THC6Y,323,1990,M,15,999,1.11,40.16,37.93,46.96,31.17,11.75,8.06,9.31,Europe and Central Asia,555.0,98.75444839857651
ID_08TNX6U,77,1975,MF,15,999,8.01,61.09,28.79,24.36,10.42,6.53,2.13,6.16,Latin America and the Caribbean,1881.0,91.93548387096774
ID_08TSD8P,316,1980,M,25,999,15.68,26.78,11.97,41.48,22.71,16.06,15.24,6.59,East Asia and the Pacific,257.0,84.26229508196721
ID_08TXS1L,87,1960,MF,15,999,87.1,8.2,5.16,4.12,2.04,0.57,0.39,0.92,Middle East and North Africa,1571.0,12.882328823288232
ID_08TZA5C,86,1960,MF,25,999,81.55833333333332,17.099999999999998,5.675,1.275,0.3691666666666668,0.0583333333333333,0.0324999999999999,0.8191666666666667,East Asia and the Pacific,14383.0,18.43312656994925
ID_08TZX5M,69,2000,MF,25,999,20.08,46.96,28.85,25.69,13.97,7.27,5.23,5.78,Latin America and the Caribbean,70116.0,79.91975653402939
ID_08UCX7U,29,2000,MF,25,999,60.75,19.99,14.25,11.64,6.25,7.62,5.12,3.26,Middle East and North Africa,5180.0,39.24539737858929
ID_08UEX2P,17,1955,F,25,999,94.49,4.95,1.52,0.32,0.12,0.25,0.15,0.27,Sub-Saharan Africa,60.0,5.429864253393665
ID_08UOA2Y,141,1980,F,25,999,46.91,33.36,10.49,17.95,10.44,1.79,1.1,3.81,Sub-Saharan Africa,97.0,52.71739130434783
ID_08UPF4O,118,1985,MF,15,999,3.76,25.11,23.336666666666662,67.32000000000001,21.85333333333333,3.813333333333334,1.7266666666666666,8.296666666666667,Advanced Economies,52724.0,96.2432915921288
ID_08UPK8A,17,1950,F,25,999,94.8,4.68,1.41,0.29,0.11,0.23,0.14,0.25,Sub-Saharan Africa,48.0,5.095541401273885
ID_08UQF3R,1,1965,F,15,999,89.7,8.04,2.12,2.14,0.85,0.12,0.06,0.56,Middle East and North Africa,331.0,10.292288557213933
ID_08UTU9W,13,1950,F,15,999,97.57,1.6,0.54,0.68,0.25,0.15,0.08,0.16,Middle East and North Africa,162.0,2.423698384201077
ID_08UUI2Z,358,1975,M,25,999,6.43,34.87,29.28,49.58,28.42,9.12,6.36,7.23,Europe and Central Asia,11686.0,93.56285028022418
ID_08UWI5Z,99,2005,MF,25,999,22.22,28.98,15.41,33.87,19.24,14.93,9.97,7.25,Middle East and North Africa,8450.0,77.77266451909802
ID_08UYG1E,85,1965,MF,15,999,70.75,24.38,9.44,3.92,0.29,0.94,0.54,1.3,South Asia,86274.0,29.239873108833574
ID_08UZD0X,102,1995,F,15,999,29.77,50.13,9.47,17.25,4.49,2.85,1.49,3.84,Middle East and North Africa,2887.0,70.2091439688716
ID_08VCO3E,1,1960,MF,25,999,84.53250000000001,13.783333333333331,2.520833333333333,1.3891666666666664,0.5133333333333333,0.2933333333333334,0.1958333333333333,0.6916666666666668,Middle East and North Africa,1267.0,15.4625335611423
ID_08VFZ8Z,119,1970,M,25,999,24.88,37.47,26.02,29.82,16.9,7.83,5.83,6.56,Advanced Economies,78.0,74.28571428571429
ID_08VJG8R,170,1995,MF,15,999,1.81,28.39,22.23,59.53,38.44,10.27,5.01,11.24,Europe and Central Asia,4076.0,98.16955684007708
ID_08VKR4Z,151,1950,MF,25,999,0.95,80.78,48.59,16.75,8.11,1.53,0.96,8.07,Europe and Central Asia,5384.0,99.04341427520237
ID_08VOL2Z,116,1980,F,15,999,0.73,57.79,41.67,35.01,17.51,6.47,3.03,7.87,Advanced Economies,80.0,98.76543209876544
ID_08VSB1O,43,1980,F,15,999,67.46,22.01,10.4,9.77,4.33,0.8,0.39,2.15,Middle East and North Africa,607.0,32.56437768240343
ID_08WJT1Z,34,1970,M,15,999,40.82,52.61,28.01,5.68,2.06,0.88,0.47,3.19,Sub-Saharan Africa,747.0,59.14489311163896
ID_08WKP2K,93,1990,MF,15,999,40.84,8.45,2.37,39.84,21.94,10.86,6.1,5.92,Middle East and North Africa,802.0,59.14454277286136
ID_08WMO9H,90,1955,M,25,999,1.92,63.53,38.48,25.12,24.65,9.44,7.02,7.15,Advanced Economies,19769.0,98.08970923886078
